stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,40.86,0,0,4.09,4.09,257.44,8.17,32.69
72hpf,4.28,3.21,0,1.07,2.14,21.4,0,11.77
21Day,6.69,20.08,0,5.35,2.68,16.06,0,6.69
3Month,1.6,0,2.24,0.64,0,0,0,0.32
22Month,3.83,0,0,0.55,0,0,0,0
