stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron
72hpf,1.07,1.07,0,0,0,72.75
21Day,0,6.69,0,0,0,34.8
3Month,0.64,0,0.32,0.32,0.64,8.64
22Month,1.64,0,0,0,0,2.73
