stage,Epithelial,Immune,Neuron,Other,Stromal
24hpf,0,0,4.09,0,0
21Day,6.69,6.69,1.34,0,2.68
3Month,1.28,0.64,0,0,0
22Month,7.65,2.19,0.55,0.55,0
