stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0,0
72hpf,1.07,0,0,0,58.84,0,0,2.14
21Day,18.74,6.69,0,4.02,273.06,0,25.43,4.02
3Month,10.24,0,0,0.64,33.91,0,0,1.28
22Month,13.12,1.09,4.37,1.09,1.64,0.55,1.09,0.55
