stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,0,0,0,0
72hpf,0,0,0,0,3.21,0,0,0
21Day,0,0,0,1.34,0,0,0,1.34
3Month,1.6,17.6,0,0,0,0,0.32,0
22Month,2.19,0,0.55,0,1.09,24.05,0,0.55
