stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0,1.07,0
21Day,14.72,0,0,1.34,0,0,0
3Month,48.63,0,1.92,0,0,0.32,1.28
22Month,81.45,0.55,0,0,0.55,0,0
