stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,4.02,0,0,0,0,0,0,0
3Month,14.72,4.8,1.92,0.64,0,0,0.64,0.64
22Month,17.49,4.92,2.73,0.55,0.55,0.55,0.55,0.55
