stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0
72hpf,0,0,0,0,0,12.84,0,1.07
21Day,0,2.68,1.34,0,0,5.35,0,2.68
3Month,0,2.56,0,0.64,0,0,0.32,0.32
22Month,0.55,9.29,0.55,0,1.09,0,0,1.09
