stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,0,0,0
72hpf,0,0,0,1.07,0,0,1.07
21Day,1.34,1.34,0,17.4,1.34,0,1.34
3Month,1.92,0.32,0.32,12.16,0,0.32,0.32
22Month,1.09,0,0,0.55,0,0,0
