stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,8.17,0,4.09
72hpf,0,0,0,5.35,0,0
21Day,1.34,1.34,0,1.34,0,0
3Month,0,0.96,0,0,0,0
22Month,2.19,16.4,0.55,0,0.55,0
