stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,16.35,0,0,0
72hpf,0,0,0,0,0,2.14,1.07,0,0
21Day,0,4.02,0,1.34,0,1.34,1.34,1.34,1.34
3Month,0,4.16,0.32,0.96,0.64,0,0,0.32,0
22Month,1.64,101.13,1.09,1.64,15.31,3.28,1542.66,1.09,4.37
