stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,0,0,12.26,0,0
72hpf,134.79,1.07,0,0,5.35,9.63,0,3.21
21Day,40.16,0,0,0,1.34,5.35,0,0
3Month,12.48,0,0.64,1.28,0,0,0,0.64
22Month,25.15,0,2.19,2.19,0,0,1.09,0.55
