stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,16.35,0,0,0
72hpf,0,0,0,0,0,0,1.07,0,4.28,1.07
21Day,0,2.68,1.34,0,34.8,0,10.71,0,33.46,4.02
3Month,0.32,13.76,0,0.96,24.64,0.32,23.68,0,2.24,0.32
22Month,39.36,750.01,1.64,13.12,2049.95,2.19,59.59,3.83,10.39,29.52
