stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,0
72hpf,1.07,1.07,0,0,0,0,2.14
21Day,0,0,0,1.34,0,2.68,0
3Month,0,6.72,18.88,0.32,0.32,0.64,0.64
22Month,0,19.13,0.55,3.28,0,0,1.09
