stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,20.43,0,4.09,69.47,0,12.26
72hpf,0,6.42,0,0,3.21,0,1.07
21Day,0,2.68,2.68,0,2.68,0,2.68
3Month,0.32,11.2,18.88,1.92,0.64,0.32,0.32
22Month,0,2.73,18.04,0.55,0,0,0
