stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,44.95,0,0,4.09,0,8.17,0
72hpf,48.14,0,0,0,0,4.28,1.07
21Day,60.23,0,0,2.68,0,10.71,2.68
3Month,33.91,0.32,0.64,2.24,0.32,0,0
22Month,5.47,0,0,0.55,0.55,0,0
