stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,0,2.14,0,0,9.63,0,0
21Day,0,0,1.34,0,6.69,0,0
3Month,0,0.96,0,0,0,0,0
22Month,1.09,40.45,1.09,8.75,1.64,0.55,3.28
