stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,16.35,0,0,40.86,0,0,0
72hpf,0,0,0,1.07,0,0,0
21Day,0,0,0,1.34,0,0,1.34
3Month,1.28,5.12,0.32,0,0,0.64,0.32
22Month,8.2,1.64,0.55,0.55,1.64,0,0.55
