stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,8.17,8.17,8.17,0,0
3Month,0.32,7.36,45.11,3.84,0,0,0.64,0.32
22Month,0.55,7.11,15.85,2.19,0,0,1.09,0
