stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,7.49,0,0,0,2.14,0,0
21Day,85.67,2.68,0,16.06,4.02,1.34,4.02
3Month,17.92,0,0.96,1.92,0.32,0,0
22Month,10.93,0,0,1.64,0,0.55,0
