stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,0,0
72hpf,0,0,0,2.14,5.35,0,3.21
21Day,4.02,5.35,0,0,4.02,2.68,6.69
3Month,0,0,1.6,0,0,0,0
