stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,0,12.26,0
72hpf,0,1.07,3.21,0,0,0,6.42,0
21Day,0,5.35,5.35,1.34,0,0,2.68,1.34
3Month,0,3.84,0.32,23.04,0.96,0.32,0,0.32
22Month,0.55,0.55,0,1.64,0,0,0,0
