stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,0,8.17,0
72hpf,0,1.07,0,0,0,1.07,0
21Day,0,0,1.34,0,2.68,4.02,1.34
3Month,0.32,0.64,0,0.32,0.64,0,0
22Month,0,0,0,1.09,0,0,0
