stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,16.35,0
72hpf,16.05,2.14,0,0,3.21,31.02,1.07
21Day,1.34,0,1.34,1.34,0,14.72,2.68
3Month,0.96,0,0.96,0,0,0,0
22Month,1.64,0.55,0,0.55,0,0,0
