stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,12.26,4.09,0,4.09,40.86,0,0,12.26
72hpf,22.47,0,0,0,6.42,1.07,0,0
21Day,10.71,0,1.34,1.34,1.34,0,0,2.68
3Month,12.8,0,5.12,0.32,0,0.32,0.64,0
22Month,1.09,0,0,0,0,0.55,0,0
