stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,4.09,0,4.09,0
72hpf,1.07,0,0,0,0,1.07,1.07
21Day,0,0,0,0,0,1.34,0
3Month,0,5.12,0.96,0.96,0.32,0,0.32
22Month,0,19.13,0,0,0,0.55,0.55
