stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,3.21,359.45,0,1.07,12.84,0,1.07
21Day,1.34,28.11,2378.57,26.77,9.37,66.93,42.83,21.42
3Month,0,0.96,7.68,0.32,0,0,0,0.32
22Month,0,0,0,0.55,0,0.55,0,0.55
