stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,0
72hpf,0,0,0,0,0,1.07,0
21Day,1.34,0,0,0,0,0,1.34
3Month,0.96,2.88,0,1.92,0.32,0,0.32
22Month,1.09,10.39,0.55,3.28,0.55,0,0.55
