stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,4.09,0,0,4.09,0,0
72hpf,2.14,0,0,14.98,0,0
21Day,2.68,0,0,2.68,0,1.34
3Month,6.4,6.08,0.64,0.32,0,1.6
22Month,6.56,1.64,1.09,0,0.55,1.64
