stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,331,0,0,4.09
72hpf,0,2.14,0,0,72.75,5.35,0,2.14
21Day,0,1.34,0,0,44.17,2.68,0,2.68
3Month,0.64,0,3.2,0.32,0.64,0,0.32,0.32
22Month,4.92,0,0.55,0.55,0.55,0,0.55,0
