stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0
72hpf,0,0,0,0,7.49,0,1.07
21Day,1.34,1.34,0,0,36.14,2.68,0
3Month,4.8,2.24,1.6,17.6,1.28,0.32,0.96
22Month,4.92,4.92,0,3.83,0.55,0,0
