stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,1.07,12.84,0,0
21Day,0,0,1.34,0,10.71,0,0
3Month,11.2,0.64,2.56,0.96,0.32,0,0.96
22Month,57.4,0,7.11,0.55,0,1.09,2.73
