stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,4.09,8.17,4.09,0,0
72hpf,1.07,1.07,0,3.21,20.33,0,17.12
21Day,0,0,0,2.68,9.37,0,5.35
3Month,0,0,0.96,0,0,0.32,1.28
22Month,0.55,0,0,0,0,0,0.55
