stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Secretory,Stromal
72hpf,0,0,1.07,0,0,0,0,0
21Day,0,0,1.34,0,0,1.34,0,0
3Month,0,5.76,0.32,36.15,1.92,0.32,0.32,0.64
22Month,0.55,3.28,0,3.28,0,0,0,0
