stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,8.17,0,0,0,20.43,4.09,0,0
72hpf,0,1.07,0,0,6.42,0,0,2.14
21Day,0,0,0,0,5.35,0,0,2.68
3Month,1.6,0,0.64,0.64,0,0,0.64,0
22Month,1.09,0,0,0,0,0,0,0
