stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,8.17,0,0,40.86,0,0,8.17
72hpf,4.28,3.21,0,0,71.68,0,0,6.42
21Day,1.34,4.02,0,0,16.06,0,0,9.37
3Month,0.32,22.08,5.12,0.96,1.92,0,0.32,1.92
22Month,1.09,18.04,4.37,3.83,13.67,0.55,0,2.73
