stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,4.09,20.43,0,8.17
72hpf,1.07,4.28,0,0,1.07,187.21,1.07,8.56
21Day,0,4.02,1.34,0,2.68,49.53,1.34,1.34
22Month,0,7.11,0,0.55,0.55,0.55,0,0
