stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,0,0,0,0,0
72hpf,6.42,0,0,1.07,0,1.07,0,0,0
21Day,18.74,0,1.34,1.34,0,0,0,0,4.02
3Month,69.75,0.96,6.4,11.2,1.6,0.32,0.32,2.56,1.92
22Month,85.82,1.09,3.28,12.57,0.55,0.55,3.83,0,4.92
