stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,8.17,0,4.09
72hpf,1.07,6.42,4.28,0,0,1.07,5.35,0,9.63
21Day,0,16.06,4.02,0,6.69,1.34,6.69,0,5.35
3Month,0.96,35.83,0.64,2.24,10.88,2.24,0.32,0.64,4.16
22Month,2.73,56.85,0,2.73,11.48,0.55,0,0.55,6.01
