stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,4.09,0,12.26,4.09
72hpf,0,0,0,0,20.33,1.07
21Day,0,0,1.34,0,2.68,2.68
3Month,0.96,0.32,0.64,0.32,0,0
