stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,1.07,3.21,0,0,0,1.07,0,14.98
21Day,1.34,8.03,0,1.34,5.35,0,2.68,20.08
3Month,0.64,8.32,0.96,0.96,0.96,0,0,0.96
22Month,0,14.76,0.55,2.19,0,0.55,3.83,2.19
