stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,4.09,0,0,0,8.17,0
72hpf,0,6.42,0,0,2.14,1.07,0
21Day,1.34,21.42,0,2.68,0,1.34,0
3Month,0.64,13.76,1.28,0.96,0,0,1.92
22Month,1.09,17.49,24.6,0.55,0,0,0.55
