stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,4.09
72hpf,0,0,0,0,0,0,0,1.07
21Day,0,0,0,0,0,4.02,0,1.34
3Month,0.32,81.91,2.24,1.92,0.32,0.32,1.6,1.28
22Month,0,22.96,0.55,1.09,0,0,0.55,0
