stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,85.81,4.09,0
72hpf,0,0,0,0,53.49,0,1.07
21Day,1.34,1.34,0,2.68,22.76,1.34,1.34
3Month,3.2,0,1.28,0.32,3.2,0,0.32
