stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,12.26,0,0,0
72hpf,0,0,1.07,0,0,0
21Day,0,0,8.03,0,0,0
3Month,2.88,0,19.2,0.32,0.64,0
22Month,5.47,0.55,3.83,0,0,0.55
