stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,12.26,0
72hpf,4.28,3.21,0,0,2.14,105.91,2.14
21Day,6.69,0,1.34,0,0,37.48,4.02
3Month,8.96,0,1.92,0.32,0.32,0.32,0.32
