stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,16.35,126.68,4.09,0,32.69,16.35,788.68,12.26,183.89
72hpf,0,10.7,2.14,0,0,4.28,55.63,0,22.47
21Day,0,5.35,26.77,0,6.69,2.68,32.12,0,6.69
3Month,0,10.56,0,9.28,4.48,1.92,1.28,0,1.28
22Month,0,2.73,0,0.55,0,0.55,0,0,0
