stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,4.09,0,0,0
72hpf,0,7.49,0,0,0,4.28,0,0,0
21Day,0,8.03,0,0,1.34,5.35,0,2.68,1.34
3Month,0.32,26.24,0,0.32,1.28,0.32,0,0,0.32
22Month,2.19,18.04,0.55,0,2.19,0,4.37,0.55,0
