stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,8.17,0
72hpf,0,1.07,0,0,0,0,12.84,2.14
21Day,0,4.02,4.02,0,1.34,0,2.68,1.34
3Month,0,4.8,0,0.64,2.24,0.64,0.32,0.32
22Month,0.55,4.37,0,1.64,0.55,0,0,0
