stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,5.35,0,0,53.49,0,0
21Day,0,5.35,2.68,21.42,2.68,2.68
22Month,2.19,0.55,0,0,0,0
