stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,53.12,0,0,12.26,16.35,273.79,44.95,0,61.3
72hpf,3.21,29.95,1.07,0,0,4.28,100.56,0,7.49,27.81
21Day,4.02,77.63,10.71,2.68,13.39,18.74,62.91,0,17.4,21.42
3Month,1.92,204.77,0.64,52.47,35.83,6.08,24.64,1.6,175.01,38.39
22Month,3.83,181.49,1.64,20.23,34.99,8.75,35.53,11.48,161.81,31.71
