stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,8.17
72hpf,0,0,0,0,1.07,10.7,0,3.21
21Day,0,0,0,0,2.68,5.35,2.68,0
3Month,0.32,3.84,2.56,1.6,0.32,0,0,0.64
22Month,0,2.73,0,0,0.55,0,0.55,0
