stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,4.09,0,20.43,0
72hpf,0,1.07,0,0,3.21,1.07,4.28,2.14
21Day,1.34,5.35,1.34,0,10.71,1.34,8.03,1.34
3Month,0,8.64,0.32,4.48,39.03,0.32,0,0.96
22Month,0,4.92,0,0.55,7.65,0,0,0
