stage,Endothelial,Epithelial,Immune,Neuron,Stromal
24hpf,4.09,0,0,102.16,32.69
72hpf,0,1.07,0,10.7,2.14
21Day,0,4.02,2.68,2.68,2.68
3Month,0,2.56,0.32,0,0
22Month,0,0,3.83,0,0
