stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,8.17,0,0,24.52,0,0,12.26
72hpf,0,0,0,0,1.07,0,0,1.07
21Day,0,0,1.34,0,0,0,0,0
22Month,1.09,46.47,259.66,7.11,0.55,3.83,1.09,2.73
