stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,4.09,0,0,32.69,0,4.09
72hpf,0,4.28,0,0,21.4,0,1.07
21Day,1.34,9.37,2.68,1.34,16.06,1.34,9.37
22Month,0.55,1.09,0,0,0,0,0
