stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,118.51,0,4.09,0,16.35,0,0,0
72hpf,0,282.42,0,0,1.07,10.7,0,0,5.35
21Day,1.34,191.41,0,13.39,1.34,5.35,0,4.02,4.02
3Month,0.32,12.16,0.96,51.51,0.96,0,0,0.32,0.96
22Month,0.55,33.89,1.64,104.41,0,0,1.09,0.55,1.09
