stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,4.09,0
72hpf,0,0,0,1.07,0
21Day,4.02,0,1.34,0,0
3Month,3.2,0.32,2.56,0.32,0.32
22Month,1.64,0,1.64,0,0
