stage,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
24hpf,12.26,0,4.09,36.78,0,0
72hpf,0,0,0,18.19,0,1.07
21Day,9.37,1.34,8.03,53.54,0,1.34
3Month,0.96,0,1.92,0,0,0.32
22Month,1.09,0,0,0,0.55,0
