stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,0
72hpf,2.14,1.07,0,0,0,12.84,2.14
21Day,0,2.68,0,1.34,1.34,6.69,6.69
3Month,0.64,0,0.64,0.32,0,0,0
