stage,Epithelial,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,2.14,0
21Day,1.34,1.34,1.34,2.68,1.34
3Month,0.32,0.64,0,0,0
22Month,1.64,0,0,0,0
