stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,12.26,0,0
72hpf,0,1.07,0,0,0,0,0,0
21Day,1.34,1.34,0,0,1.34,6.69,1.34,1.34
3Month,1.92,0,0.32,1.92,1.28,0.64,0.32,0.32
