stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
21Day,0,5.35,0,0,0,0,0,1.34
3Month,0,6.72,0,0.32,0.32,0.32,1.28,0.64
22Month,0.55,15.85,0.55,4.37,0,0.55,0,1.64
