stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,4.09,0,0,4.09,4.09,0,0
72hpf,22.47,0,0,2.14,1.07,0,0
21Day,12.05,1.34,0,5.35,1.34,0,1.34
3Month,20.16,0,0.64,5.44,0,0,0
22Month,6.56,0,0,5.47,0,0.55,0
